IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2022,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2022,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2022,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2022,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2022,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2022,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2022,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2022,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2021,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2021,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2021,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2021,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2021,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2021,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2021,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2021,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2021,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2020,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2020,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2020,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2020,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2020,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2020,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2020,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2020,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2019,false,,,,,,,,,,,,,76,,,,,,76,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2019,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2019,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2019,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2019,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2019,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2018,false,,,,,,,,,,,,,81,,,,,,81,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2018,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2018,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2018,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2018,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2018,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2018,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2018,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2018,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2017,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2017,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2017,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2017,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2017,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2017,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2016,false,,,,,,,,,,,,,76,,,,,,76,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2016,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2016,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2016,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2016,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2015,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2015,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2015,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2015,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2015,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2015,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2015,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2015,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2014,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2014,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2014,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2014,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2014,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2014,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2013,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2013,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2013,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2013,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2013,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2013,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2013,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2013,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2012,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2012,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2012,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2012,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2012,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2012,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2012,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2011,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2011,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2011,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2011,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2011,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2011,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2010,false,,,,,,,,,,,,,69,,,,,,69,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2010,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2010,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2010,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
